IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.100.8,,443,tcp,4.3,Medium,"WillNotFix","OrangeHRM jobVacancy.php Cross Site Scripting Vulnerability","OrangeHRM is prone to a cross-site scripting vulnerability because it
  fails to properly sanitize user-supplied input before using it in
  dynamically generated content.","Vulnerable url: https://192.168.100.8/orangehrm/templates/recruitment/jobVacancy.php?recruitcode=</script><script>alert('openvas-xss-test')</script>",1.3.6.1.4.1.25623.1.0.103132,"NOCVE",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,f3e47bcd-8097-4779-bae0-ffdbf316ba73,"An attacker may leverage this issue to execute arbitrary script code
  in the browser of an unsuspecting user in the context of the affected site. This can allow the attacker
  to steal cookie-based authentication credentials and launch other attacks.","No known solution was made available for at least one year since the disclosure of this vulnerability.
  Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the
  product or replace the product by another one.","OrangeHRM 2.6.2 is vulnerable. Other versions may also be affected.","","
Details:
OrangeHRM 'jobVacancy.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.103132)
Version used: $Revision: 11235 $
","Product: cpe:/a:orangehrm:orangehrm:2.4.2
Method: OrangeHRM Detection
(OID: 1.3.6.1.4.1.25623.1.0.100850)
","47046","","https://www.securityfocus.com/bid/47046, http://www.orangehrm.com/"
192.168.100.8,,80,tcp,4.3,Medium,"WillNotFix","OrangeHRM jobVacancy.php Cross Site Scripting Vulnerability","OrangeHRM is prone to a cross-site scripting vulnerability because it
  fails to properly sanitize user-supplied input before using it in
  dynamically generated content.","Vulnerable url: http://192.168.100.8/orangehrm/templates/recruitment/jobVacancy.php?recruitcode=</script><script>alert('openvas-xss-test')</script>",1.3.6.1.4.1.25623.1.0.103132,"NOCVE",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,c7c6ffa6-15d7-4ebe-9414-f1bf7e81bdb0,"An attacker may leverage this issue to execute arbitrary script code
  in the browser of an unsuspecting user in the context of the affected site. This can allow the attacker
  to steal cookie-based authentication credentials and launch other attacks.","No known solution was made available for at least one year since the disclosure of this vulnerability.
  Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the
  product or replace the product by another one.","OrangeHRM 2.6.2 is vulnerable. Other versions may also be affected.","","
Details:
OrangeHRM 'jobVacancy.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.103132)
Version used: $Revision: 11235 $
","Product: cpe:/a:orangehrm:orangehrm:2.4.2
Method: OrangeHRM Detection
(OID: 1.3.6.1.4.1.25623.1.0.100850)
","47046","","https://www.securityfocus.com/bid/47046, http://www.orangehrm.com/"
192.168.100.8,,443,tcp,4.3,Medium,"VendorFix","Tiki Wiki CMS Groupware Multiple Cross Site Scripting Vulnerabilities","This host is running Tiki Wiki CMS Groupware and is prone to Multiple Cross Site Scripting
  vulnerabilities.","Vulnerable url: https://192.168.100.8/tikiwiki/tiki-listpages.php/<script>alert(""XSS_Check"");</script>",1.3.6.1.4.1.25623.1.0.800266,"CVE-2009-1204",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,c971f5c2-803b-424f-85c3-c8f41928bc8f,"Successful exploitation will allow remote attackers to inject arbitrary HTML
  codes in the context of the affected web application.","Upgrade to Tiki Wiki CMS Groupware version 2.4 or later.","Tiki Wiki CMS Groupware version 2.2, 2.3 and prior.","Multiple flaws are due to improper sanitization of user supplied input in
  the pages i.e. 'tiki-orphan_pages.php', 'tiki-listpages.php',
  'tiki-list_file_gallery.php' and 'tiki-galleries.php' which lets the attacker
  conduct XSS attacks inside the context of the web application.","
Details:
Tiki Wiki CMS Groupware Multiple Cross Site Scripting Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.800266)
Version used: $Revision: 14031 $
","Product: cpe:/a:tiki:tikiwiki_cms/groupware:1.9.5
Method: Tiki Wiki CMS Groupware Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.901001)
","34105,  34106,  34107,  34108","","http://secunia.com/advisories/34273, http://info.tikiwiki.org/tiki-read_article.php?articleId=51"
192.168.100.8,,80,tcp,4.3,Medium,"VendorFix","Tiki Wiki CMS Groupware Multiple Cross Site Scripting Vulnerabilities","This host is running Tiki Wiki CMS Groupware and is prone to Multiple Cross Site Scripting
  vulnerabilities.","Vulnerable url: http://192.168.100.8/tikiwiki/tiki-listpages.php/<script>alert(""XSS_Check"");</script>",1.3.6.1.4.1.25623.1.0.800266,"CVE-2009-1204",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,922228fa-f449-4569-bb0e-4faa08c331ef,"Successful exploitation will allow remote attackers to inject arbitrary HTML
  codes in the context of the affected web application.","Upgrade to Tiki Wiki CMS Groupware version 2.4 or later.","Tiki Wiki CMS Groupware version 2.2, 2.3 and prior.","Multiple flaws are due to improper sanitization of user supplied input in
  the pages i.e. 'tiki-orphan_pages.php', 'tiki-listpages.php',
  'tiki-list_file_gallery.php' and 'tiki-galleries.php' which lets the attacker
  conduct XSS attacks inside the context of the web application.","
Details:
Tiki Wiki CMS Groupware Multiple Cross Site Scripting Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.800266)
Version used: $Revision: 14031 $
","Product: cpe:/a:tiki:tikiwiki_cms/groupware:1.9.5
Method: Tiki Wiki CMS Groupware Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.901001)
","34105,  34106,  34107,  34108","","http://secunia.com/advisories/34273, http://info.tikiwiki.org/tiki-read_article.php?articleId=51"
192.168.100.8,,443,tcp,4.0,Medium,"Mitigation","SSL/TLS: Certificate Signed Using A Weak Signature Algorithm","The remote service is using a SSL/TLS certificate in the certificate chain that has been signed using a
  cryptographically weak hashing algorithm.","The following certificates are part of the certificate chain but using insecure signature algorithms:

Subject:              CN=owaspbwa
Signature Algorithm:  sha1WithRSAEncryption",1.3.6.1.4.1.25623.1.0.105880,"NOCVE",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,7dfca94b-fc82-4bbf-8bab-43c5bddc308e,"","Servers that use SSL/TLS certificates signed with a weak SHA-1, MD5, MD4 or MD2 hashing algorithm will need to obtain new
  SHA-2 signed SSL/TLS certificates to avoid web browser SSL/TLS certificate warnings.","","The following hashing algorithms used for signing SSL/TLS certificates are considered cryptographically weak
  and not secure enough for ongoing use:

  - Secure Hash Algorithm 1 (SHA-1)

  - Message Digest 5 (MD5)

  - Message Digest 4 (MD4)

  - Message Digest 2 (MD2)

  Beginning as late as January 2017 and as early as June 2016, browser developers such as Microsoft and Google will begin warning users when visiting
  web sites that use SHA-1 signed Secure Socket Layer (SSL) certificates.

  NOTE: The script preference allows to set one or more custom SHA-1 fingerprints of CA certificates which are trusted by this routine. The fingerprints
  needs to be passed comma-separated and case-insensitive:

  Fingerprint1

  or

  fingerprint1,Fingerprint2","Check which hashing algorithm was used to sign the remote SSL/TLS certificate.
Details:
SSL/TLS: Certificate Signed Using A Weak Signature Algorithm
(OID: 1.3.6.1.4.1.25623.1.0.105880)
Version used: $Revision: 11524 $
","","","","https://blog.mozilla.org/security/2014/09/23/phasing-out-certificates-with-sha-1-based-signature-algorithms/"
192.168.100.8,,443,tcp,4.0,Medium,"Workaround","SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerability","The SSL/TLS service uses Diffie-Hellman groups with insufficient strength
  (key size < 2048).","Server Temporary Key Size: 1024 bits",1.3.6.1.4.1.25623.1.0.106223,"NOCVE",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,035381ad-669d-446a-9c20-c5fb67fd77bb,"An attacker might be able to decrypt the SSL/TLS communication offline.","Deploy (Ephemeral) Elliptic-Curve Diffie-Hellman (ECDHE) or use
  a 2048-bit or stronger Diffie-Hellman group (see the references).

  For Apache Web Servers:
  Beginning with version 2.4.7, mod_ssl will use DH parameters which include primes with lengths of more than 1024 bits.","","The Diffie-Hellman group are some big numbers that are used as base for
  the DH computations. They can be, and often are, fixed. The security of the final secret depends on the size
  of these parameters. It was found that 512 and 768 bits to be weak, 1024 bits to be breakable by really
  powerful attackers like governments.","Checks the DHE temporary public key size.
Details:
SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerab...
(OID: 1.3.6.1.4.1.25623.1.0.106223)
Version used: $Revision: 12865 $
","","","","https://weakdh.org/, https://weakdh.org/sysadmin.html"
192.168.100.8,,443,tcp,3.5,Low,"VendorFix","Tiki Wiki CMS Groupware XSS Vulnerability","An XSS vulnerability (via an SVG image) in Tiki allows an authenticated user
to gain administrator privileges if an administrator opens a wiki page with a malicious SVG image, related to
lib/filegals/filegallib.php.","Installed version: 1.9.5
Fixed version:     18.0",1.3.6.1.4.1.25623.1.0.140797,"CVE-2018-7188",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,956c85ed-d484-43ef-a6fe-cdd612bc54f0,"","Upgrade to version 18.0 or later.","Tiki Wiki CMS Groupware prior to version 18.0.","","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki CMS Groupware XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.140797)
Version used: $Revision: 12116 $
","Product: cpe:/a:tiki:tikiwiki_cms/groupware:1.9.5
Method: Tiki Wiki CMS Groupware Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.901001)
","","","http://openwall.com/lists/oss-security/2018/02/16/1"
192.168.100.8,,80,tcp,3.5,Low,"VendorFix","Tiki Wiki CMS Groupware XSS Vulnerability","An XSS vulnerability (via an SVG image) in Tiki allows an authenticated user
to gain administrator privileges if an administrator opens a wiki page with a malicious SVG image, related to
lib/filegals/filegallib.php.","Installed version: 1.9.5
Fixed version:     18.0",1.3.6.1.4.1.25623.1.0.140797,"CVE-2018-7188",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,12ffe918-985a-4d4f-9b35-596759ac46a1,"","Upgrade to version 18.0 or later.","Tiki Wiki CMS Groupware prior to version 18.0.","","Checks if a vulnerable version is present on the target host.
Details:
Tiki Wiki CMS Groupware XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.140797)
Version used: $Revision: 12116 $
","Product: cpe:/a:tiki:tikiwiki_cms/groupware:1.9.5
Method: Tiki Wiki CMS Groupware Version Detection
(OID: 1.3.6.1.4.1.25623.1.0.901001)
","","","http://openwall.com/lists/oss-security/2018/02/16/1"
192.168.100.8,,,,2.6,Low,"Mitigation","TCP timestamps","The remote host implements TCP timestamps and therefore allows to compute
  the uptime.","It was detected that the host implements RFC1323.

The following timestamps were retrieved with a delay of 1 seconds in-between:
Packet 1: 16585744
Packet 2: 16586027",1.3.6.1.4.1.25623.1.0.80091,"NOCVE",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,bd986705-d114-4491-b4d7-652319b826e9,"A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.","To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to
  /etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime.

  To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'

  Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled.

  The default behavior of the TCP/IP stack on this Systems is to not use the
  Timestamp options when initiating TCP connections, but use them if the TCP peer
  that is initiating communication includes them in their synchronize (SYN) segment.

  See the references for more information.","TCP/IPv4 implementations that implement RFC1323.","The remote host implements TCP timestamps, as defined by RFC1323.","Special IP packets are forged and sent with a little delay in between to the
  target IP. The responses are searched for a timestamps. If found, the timestamps are reported.
Details:
TCP timestamps
(OID: 1.3.6.1.4.1.25623.1.0.80091)
Version used: $Revision: 14310 $
","","","","http://www.ietf.org/rfc/rfc1323.txt, http://www.microsoft.com/en-us/download/details.aspx?id=9152"
192.168.100.8,,22,tcp,2.6,Low,"Mitigation","SSH Weak MAC Algorithms Supported","The remote SSH server is configured to allow weak MD5 and/or 96-bit MAC algorithms.","The following weak client-to-server MAC algorithms are supported by the remote service:

hmac-md5
hmac-md5-96
hmac-sha1-96


The following weak server-to-client MAC algorithms are supported by the remote service:

hmac-md5
hmac-md5-96
hmac-sha1-96",1.3.6.1.4.1.25623.1.0.105610,"NOCVE",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,ad7a1731-2d85-403c-afe8-b59c96b166e4,"","Disable the weak MAC algorithms.","","","
Details:
SSH Weak MAC Algorithms Supported
(OID: 1.3.6.1.4.1.25623.1.0.105610)
Version used: $Revision: 13581 $
","","","",""
192.168.100.8,,443,tcp,2.6,Low,"VendorFix","Apache mod_perl Apache::Status and Apache2::Status Cross Site Scripting Vulnerability","According to its version number, the remote version of the Apache
  mod_perl module is prone to a cross-site scripting vulnerability
  because it fails to sufficiently sanitize user-supplied data.","The target host was found to be vulnerable.",1.3.6.1.4.1.25623.1.0.100130,"CVE-2009-0796",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,f23c8f01-bcbf-4f5d-8966-4bbdc17c2762,"An attacker may leverage this issue to execute arbitrary script code
  in the browser of an unsuspecting user in the context of the
  affected site. This may allow the attacker to steal cookie-based
  authentication credentials and to launch other attacks.","The vendor has released a fix through the SVN repository.","","","
Details:
Apache mod_perl 'Apache::Status' and 'Apache2::Status' Cross Site Scripting ...
(OID: 1.3.6.1.4.1.25623.1.0.100130)
Version used: $Revision: 14332 $
","","34383","DFN-CERT-2009-1816, DFN-CERT-2009-1576, DFN-CERT-2009-0490","http://www.securityfocus.com/bid/34383, http://mail-archives.apache.org/mod_mbox/perl-advocacy/200904.mbox/<ad28918e0904011458h273a71d4x408f1ed286c9dfbc@mail.gmail.com>"
192.168.100.8,,80,tcp,2.6,Low,"VendorFix","Apache mod_perl Apache::Status and Apache2::Status Cross Site Scripting Vulnerability","According to its version number, the remote version of the Apache
  mod_perl module is prone to a cross-site scripting vulnerability
  because it fails to sufficiently sanitize user-supplied data.","The target host was found to be vulnerable.",1.3.6.1.4.1.25623.1.0.100130,"CVE-2009-0796",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,d34d917e-80e3-4db8-a745-d767dbcde97b,"An attacker may leverage this issue to execute arbitrary script code
  in the browser of an unsuspecting user in the context of the
  affected site. This may allow the attacker to steal cookie-based
  authentication credentials and to launch other attacks.","The vendor has released a fix through the SVN repository.","","","
Details:
Apache mod_perl 'Apache::Status' and 'Apache2::Status' Cross Site Scripting ...
(OID: 1.3.6.1.4.1.25623.1.0.100130)
Version used: $Revision: 14332 $
","","34383","DFN-CERT-2009-1816, DFN-CERT-2009-1576, DFN-CERT-2009-0490","http://www.securityfocus.com/bid/34383, http://mail-archives.apache.org/mod_mbox/perl-advocacy/200904.mbox/<ad28918e0904011458h273a71d4x408f1ed286c9dfbc@mail.gmail.com>"
192.168.100.8,,443,tcp,2.6,Low,"Mitigation","SSL/TLS: TLS/SPDY Protocol Information Disclosure Vulnerability (CRIME)","The TLS/SPDY protocols are prone to an information-disclosure vulnerability.","The remote service might be vulnerable to the ""CRIME"" attack because it provides the following TLS compression methods:

Protocol:Compression Method
TLSv1.0:DEFLATE
SSLv3:DEFLATE",1.3.6.1.4.1.25623.1.0.108094,"CVE-2012-4929, CVE-2012-4930",d9d3eeea-7715-40a8-84de-517aea0bb267,"OWASP BWA",2026-07-29T08:55:28Z,c3210ba8-467d-492c-8fc9-ea06603e9099,"A man-in-the-middle attacker can exploit this issue to gain access to
  sensitive information that may aid in further attacks.","Disable TLS compression in the configuration of this services. If SPDY below 4 is used upgrade
  the webserver to a version which supports the successor protocol SPDY/4 or HTTP/2.

  Please see the references for more resources supporting you with this task.","Services enabling TLS compression or supporting the SPDY protocol below SPDY/4 via HTTPS.","","
Details:
SSL/TLS: TLS/SPDY Protocol Information Disclosure Vulnerability (CRIME)
(OID: 1.3.6.1.4.1.25623.1.0.108094)
Version used: $Revision: 12865 $
","","55704,  55707","CB-K17/0504, CB-K15/0637, CB-K14/1342, CB-K14/0458, CB-K13/0882, DFN-CERT-2017-0519, DFN-CERT-2015-0664, DFN-CERT-2014-1414, DFN-CERT-2014-0483, DFN-CERT-2013-1893, DFN-CERT-2013-0672, DFN-CERT-2013-0631, DFN-CERT-2013-0469, DFN-CERT-2013-0324, DFN-CERT-2013-0321, DFN-CERT-2013-0112, DFN-CERT-2012-2191, DFN-CERT-2012-2062, DFN-CERT-2012-1973, DFN-CERT-2012-1966","http://www.securityfocus.com/bid/55704, http://www.securityfocus.com/bid/55707, http://permalink.gmane.org/gmane.comp.lib.qt.devel/6729, https://www.nccgroup.trust/us/about-us/newsroom-and-events/blog/2012/september/details-on-the-crime-attack/"
